review,sentiment,split
got keybaord day ago came package best described mauled bear totally beaten inside battery keyboard ha come loose alsothough could pop back problem thankfully work fine tested key functional let get meat subject paneer vegetarian think keyboard performance vary according use case primary objective get android compatable keybaord since shifted majority wokrload laptop tablet checked internet settled little guy becaue teh glowing review friend ink variant keyboard bought along logitech pebble wireless mouse since came bundle honestly regret fir well work type made life lot easier course bluetooth keyboard wireless dongle hidden away chasse checked keyboard backlighting expected wireless eyboard run regular pen torch battery friend experience battery last long time major feature wireless keyboard brand teh market ability switch bluetooth capable device press button personally thought using feature much since plaaning using keyboard android tablet realised could set laptop second device switch tablet laptop without issue making easier type paper laptop responding text email android tablet time nowadays stop using feature since phone tablet laptop paired keybaord productivity become much efficent honestly neat key rounded much pleasant type let say square key slight inclination keyboard serf good angle reduces finger fatigue typing come wrist rest people hand injury either look another keyboard buy wrist rest seperately teh key membrane key feel bit stiff honest opinion nonetheless good feedback typing experience comfortable number pad migth seen product image someone crunch lot number ine excel might want skip keyboard latency quite low perspective think crispy logitech lightspeed tech built though using gaming planning please keyboard performs horribly gaming mean terrible keybaord targeted people lot typing across multiple device built portability mind ambitious enough probably stuff keyboard pocket small like friend say small hand well keyboard probably designed rat hand huge compared keybaord sometimes resting hand homerow ring finger accidentally press one teh mushy medium button top everything go stasis problem problem keyboard come arrow key surprising actually managed squeeze mean pretty much keybaord buy r suggest waiting discount thing certainly worth much would say like r keyboard opinion buying android experience suggets buying bunded mouse kind complete said going conclude review mouse came turned apart issue discovered till going good one best budget keyboard ever used membrane key soft easy click lift weight easy finger around yr since bought keyboard iam using ever since issue far iam highly satisfied purchase definitely gonna recommend good typing experience far http medium amazon com image liml t sy jpg con cap lock indicatorheight adjustableno backlight key travel less please keep mind otherwise decent product price range bought combination logitech pebble bluetooth mouse sole purpose using ipad made task easier recent ipados update ton shortcut make ipad experience productive since going retro looking device chose sand color make nostalgic old school computer device similar finish connectivity fast switch connected primary device matter second even less key silent time loud enough disturb environment connect upto device switch seamlessly push button also using setup gaming maybe update later experience final comment ergonomic economic portable lovely recommend buy need get work done fast keyboard awesome flawless connectivity great size portability fitted lift back miss backlight design value money product work flawlessly mac well window,1,train
good device make laptop utilize maximum wifi speed definitely recommend one good product worth buying installing new fiber place got know wifi reciever pc capable reciving speed ordered amazon amazing product working totally fine till problem instruct plug usb port receive speed recieve usb best product nice range good using product last couple month really easy install easy use laptop old one compatible ghz bandwidth hence look wifi adapter stumbled upon regret buying working per expectation able utilize ghz network laptop must buy anyone issue ghz bandwidth lifesaver used wifi laptop using dongle wifi frankly notice difference connect iphone hotspot pc nd nice fast hello guy bought product amazon fast delivery easy installation less two minute give best signal hassle install product guy wi fi adapter system also compact product,1,train
everything fine bulky hard softer thinner thank amazon good charging cable good good one quality good worth short durable good product satisfied fast charging pin usb purchase nice product price,1,train
signal unstable connect need bit adjustment unplugging moving wire get proper signal job go want experiment hdmi sure would work otherwise go good quality breaded cable good product cable come box box shipped without packaging branding mentioned pay hi quality product expect certain quality still idea hi speed cable good bought connect cp monitor cctv mi android tv ok quality price give reason amazon delivery super fast day delivery within hour delivery person good robust built quality look feel premium working excellent using lapptop big screen tv connectivity could see undistorted picture sound nicely work word con feel little hard adjust bend per requirement less flexible may serious concern overall nice experience far good job like,1,train
first iqoo mobile purchased th december amazon till didnt feel anything bad mobile happy purchase camera quality good work smoothly option good performance handset quality camera good even though said mp camera take sharp picture thinking camera good choice much amount also problem jio connectivity touch good na good phone camera quality good enough proccessor great nice budget mein sabse mast phone camera quality expectation,1,train
recently purchased kodak tv amazon overall experience satisfactory picture quality good streaming capability convenient user interface easy navigate although take little bit time get used however issue tv sound quality best noticed lag switching apps issue significantly impact viewing experience worth mentioning despite issue would still give kodak tv star decent tv price certainly better option offered additional month warranty wrote review particularly interested extending warranty time appropriate ethical write false misleading review exchange incentive extended warranty perk go amazon guideline lead consequence customer company important honest transparent review write genuine experience product help customer make informed decision purchase ensures review system remains fair trustworthy satisfied kodak tv feel comfortable giving high rating perfectly okay give lower rating write review always better honest genuine review rather attempting manipulate system personal gain issue chrome casting believe good feature would available price liked feature supporting ethernet port earphone jack kodak tv amount charged acceptable tv kodak xpro model thomson series despite big lighter previous bravia tv easily mounted previous wall mount note wall mount hole plasticky dont metal insert remote sensor separate module projecting underside tv look integrated main body two usb port side side dont interfere audio port good feature one want watch tv without disturbing others first connected tv set top box hdmi picture sound person service center whose number listed tv warranty card said dont support need call tv manufacturer much printing service center number warranty card fixed changing hdmi cec setting set top box tv fault user manual given tv people based experience phone able ultimately figure connection included leaflet book whose page stuck together talk android menu info tv input jack like hdmi arc stand got multiple call purchase enquire delivery needed installation already previous wall mount could get attached hassle opted installation service welllll good tv picture quality good,1,train
go second thought work well new kia carens car excellent product daughter enjoys charging mobile sitting second row value money easily transfer file two android phone one micro usb port usb also charge phone support fast charging upto product look new since yellow stain little dirty two connector end well working functional serving purpose got amazonbasics product generally good used quite mostly cable durable hope help good product macbook user usb port carry dongle manage cable little cable make life easy reasonably high quality long around inch used connect micro usb device without additional dongle think phone power bank wifi dongle etc proved lifesaver many time connects android device faster version new generation laptop pc macbooks usb thunderbolt port quality cable similar apple original cable port perfect fit port data transfer speed amazing must buy macbook owner good quality finish cable could thicker however solves purpose connecting device external source using small adapter cable connect note usb port external dac chord mojo micro usb port listen hd resolution music file dont need connect otg adapter along usb usb cable,1,train
day since using product based far usage review pro look look premium feature price range battery seems battery easily last week normal usage closed notification save battery step accuracy give magnetic charger easy charge con noticed anything till ordered watch wife sister got price always fan firebolt ninja good touch responce good good battery life sleep track occuracy necessary feature quite accurate light weight look good excellent product price touch screen good take time may need use better experience like sleep tacking heartbeat measuring spo exercise tracking dislike bluetooth smart watch use watch exercise battery goodtouch screen niceall fixture good like watch style charging fast firebolt ninja felt good watch simple easy good value money overall performance good,1,train
complaint till con st time connection lil messy connected need look back value money bought around sale quick easy install good coverage bought wifi working room due placement router doubtful buy pricey per view buy take move shift forever product strength wifi good watch lecture install app also add remove people us manageable bought backup extender setting breeze faced silly self inflicted issue entered wrong wifi password setup setup completed connection router successful tried browse showed internet connection extender router took time troubleshoot correct password ideally setup process highlighted error stopped setup process showing connection router successful would saved headache troubleshoot extender coverage use extender reach corner house ft away router get sporadic weak signal mbps locate extender ft away router extend network get connection mbps enough work speed test result time testing laptop recorded speed mbps next router point located extender ft away directly connected router laptop recorded speed mbps point connected extender laptop recorded speed mbps drop bad foot away extender without direct line sight laptop recorded mbps overall satisfied performance http medium amazon com image cgftwl sy jpg good home use range like till one room extend much good one like router middle passage home range doesnt come much without extender started using extender pull range till specific room room one wont go till last room extends wifi signal job effectively concern actfiber signal give hz still managable tv laptop mobile etc home purpose,1,train
value moneyheat power goodone loss point temperature control bottom added year old mother find effective easy use tiny easily warms room portable stop turn knob close minus fluctuation current else fine hi team seller would like bring notice operating irritating noise good working mark havells brand figure failed miserably justify heating capacity good delhi chilling cold sound noise irritating good making room hot temperature good purchase foot cord lambi hoti toh max aata mazzza http medium amazon com image webp image uuzy bpl sy jpg,0,train
gb sd card showing gbdon buy product bit costly prouduct great quality could made little bit cheaper cost wise good fast smooth ab mujhe computer ki jarurat nahi padti speed fast advertise get around read speed mb write speed mb good one product ok,1,train
nice cover place stylus give stylus pen along cover place place stylus value money product get free pen cheap work wish cover option store pen front cover look expensive top notch however back plastic feel cheap still good buy current price case good quality nd durability need test nd pen quality okok work well ipad afcourse apple pencil best http medium amazon com image webp image rdugqa wl sy jpg pro case superb fit well look good transparent back lightcons might break single fall work ipad stand get dirty fast product black color well suit space gray color ipad give rich look fit perfectly power volume button charge earphone port lightweight backside translucent strong enough magnet good less effective fixed tempered glass ur ipad stylus pen moderate worth money go look durable update month usage flip case quality good pen useless good quality product receivedwith pencil,1,train
want smart phone use calling using social medium good option bought mother specifically told want phone calling purpose gb ram think running game like bgmi asphalt also run smooth normal condition fingerprint sensor camera trash battery mah considerably high battery life fast charging normal charger given opinion phone average user us smart phone calling scrolling social medium worth price latest technical software perform well minimal usage ofcourse configuration less look better thisbattery life expected could buy budget range simple good ok camera ok overall good quality product good unit good good mobile basic user,1,train
screen quality good month bought still working fine two main negative default option directly start tata sky tv select hdmi option input menu select tata sky one plugged dosent allow u command choose volume set top box remote mine tata sky use tv remove change volume setting great tv mine p work fine great graphic conclusion someone ask buy notmine answer yes want kinda cheap decent quality tv taking risk unknown tv brand reliability like go better samsung sony definitely always buy recommend samsung sony lg tv hard budget time chose vu friend using least year without much issue delivery installation excellent tv whole decent package give good clarity rival chinese tv sound smart feature poor connect bluetooth headphone option disconnect pair unpair everytime voice command button remote even using screen button voice input nothing get recognised fire stick voice recognition tooo good purchased vu gloled inch tv suggestion techie friend online study technician amazon came home installation drunken mode compromised due busy schedule work installed tv small screw instead vu standard wall screw whatever want proper installation performed calm later gave complaint amazon vu customer service amazon properly responded till vu side got huge response problem solving min customercare executive spoke finally vu vice president mr prashanth phoned apologized inconvenience happened told drunken technician vu feel good vu top level executive interaction bottom top level vus team touch month resolve issue due stayed away home day back technician came home vu reinstalled tv perfect position dedication never expect much customer friendly behaviour vu thank much vu kudos vu team,1,train
one got mixer grinder lasted month hence buy new one grind well though quality good must recommend sujata mixer grinder go want chutney jar best one worked seamlessly sujata mixex powermatic dynamix note sujata machine different combination attachment original dynamix jar without safety lock one better design taller lock prevents spilling good buy indeed u original good super product every aspect genuine product ho outstanding product original sujata jar,1,train
review written nice little tripod phone mini camera gopro rubber grip make anti slip flat surface feel sturdy hand pro con know buying pro light weight easy assemble good small device stability superb come bluetooth remote quality rubber plastic great con size quite small look little bigger image shown suitable big dslr camera video camera think rotaion ball become loose several month use update final verdict price good product quite useful vlog want take group photo easily carry mobile phone small camera dont even think mounting professional camera small compared big camera go great product basicly purchased record timeplace video recieved surprised soo good less affordable price gave star bluetooth remote unable click photo even changed battery didnot worked product good compare price personal opinion little bit quality material bit size could improved good could better take mobile weightneed adjust stand every time single click tripod good purchase pretty standard quality must say bluetooth remote also work perfectly suitable hefty dslr camera good mobile phone vlogging use product year complain learning needed,0,train
product job really well feel little heavy easy use wrinkle free happy using first time thank amazon good product first really like color iron cute hold use little worried performance tried daily basis good day far cloth really neat wrinkle free feel little bulky compared iron used friend past otherwise good travel iron worry ironing lot cloth travelling somewhere level steam adjustment allows better control obtain optimal result easy refill large ltr water tank suitable long steaming session powerful watt aluminium heating element fast even heating double anti dry design comprehensive heat damage protection really satisfied product steamer work like magic used hanger cloth used useful fast instant ironing need press button steam need little patience slowly wall background help put hand opposite side clothes temperate high result evident bulky clothes ironed pretty easily small amount water enough iron blazer even lehenga effort become minimal modern day treat home price compared others kept minimum warranty pretty much handy extra six month used first time life wow worked like normal iron handy portable fast enough wrinkle free garment,1,train
nice product overall quality product good please mention use electric cell much use product nice working issue handling product button start stop blender need keep pressing button start release button stop also battery operated charging cable connection available overall working fine amount second frothy coffee ready powerful easy operate well main body frother could made better material nice product product ok decent job frothing however built quality appears flimsy plastic quite cheap delicate see long last also seller promise cashback giving star review review may genuine like easy toh use dislike come battery,1,train
ok charging look sturdy durable one amazing cable buck fast charging upto watt length really durable bought like th time passed older cable family member still working state great product wanted portable battery usb slot ipad kindle reader usb port fit requirement perfectly charge fast bought almost last three year post heavy usage gonna buy good quality good quality usb charging cable enables fast charging samsung well seeking phone metre cable length helpful keeping phone desk charging adaptor plugged electric outlet best value similar cable cost retail market best price good good overall,1,train
used keep air inside clean possible model provide clean air reasonable sized space window door kept closed great product capability reduce dust approximately atmosphere pm ppm reduced upto ppm inside room minimum ventilation provided take care co generate case found area ambient co ppm open one window door mm clearnce co maintained ppm adult inside room based wind velocity direction adjustment mm clearance achieved measuring calibrated stand alone co cum pm measurement meter one example ventilation arrangement machine auto ambient air pm ppm room also ppm fan speed reached medium sound audible took time reach ppm took min ppm ppm fan speed changed low speed auto sound inaudible ppm start increasing gradually ppm minute fan speed increase medium cycle repeat long outside pm ppm similarly fan speed sound high ambient pollution high need external cleaning hepa filter every month based pollution sensor may need cleaning every month accurate reading sensor mal function cleaned first check taking service center simple filter element spare availability capable give atleast time specified life clean hepa filter element externally vacuum cleaner regularly ozone producing uv ray ion generator properly designed specified customes worry may pollute air ozone particulate count pm meter accurate addition change display colour according pollution zone know condition air room reading authenticated calibrated stand alone meter co pm pm pm keep auto facilitate change flow speed based pollution level stemperature humidity meter also useful update still warranty developed abnormal sound audible go near like kitch kitch kitch lowest speed doubt loosening bottom locknut fan sound ruled fan bearing diagnosis also strengthened observation sound disappeared made upside bottom cover opened side cover opened bottom grill moved lifting lock column found button lock nut slightly loose condition anticipated abnormal sound mild vibration problem resolved tightening nut mm tubular spanner already available holding fan nut self locking type assembled back opening side cover tricky risky job lock may broken use hand glove protect hand sharp edge may open jerky motion made top grill lock bottom side open cutting modification open panel easily future however another mi air purifier working almost continuously without problem last year update high abnormal sound observed time want send service center lifting material flied grill run upside many foreign material came like body flying ant wing one baby lizard working normal actualy ther need smart feature air filter practicality plug use yes air quality improving reduce allergic issue really liked product like show current aqi auto mode night mode super helpful baby air purifier quiet filter well quickly wait watch long term reliability plus replacement filter expensivebut seller shipped item open box turned used product filter say remaining meaning used good extent earlier sure second hand item sold new work well since month comment updated sooner like performance good effective easy install work well pollution level indicator reliable keep changing number quickly vide range night use night mode,1,train
